Rxns,Growth0,Opt1_0,Opt2_0,Opt3_0,Opt4_0,Mix_0,Growth2,Opt1_2,Opt2_2,Opt3_2,Opt4_2,Mix_2,Growth4,Opt1_4,Opt2_4,Opt3_4,Opt4_4,Mix_4,Growth2a2,Opt1_2g2,Opt2_2g2,Opt3_2g2,Opt4_2g2,Mix_2g2
ALDD2xm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDD2y,0.037914881,0.604432505,0.646706587,1.10E-12,0.986582478,-4.91E-16,0.033454307,0.217595702,0.263473054,0,0.355169692,-1.03E-12,0.028993733,0.00E+00,0,0,0.00E+00,0.00E+00,0.033454307,0.0196638,0.064099853,0,0.085589873,0
ALDD2ym,0,0,0,0,0.00E+00,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0
ALLTAHr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLTNr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLTNti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLTTti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALPHNH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMAOTr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMETt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMETtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMID2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMID3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMPDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMPtn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANPRT,0.002373859,0,0,0,0,0,0.002094582,0,0,0,0,0,0.001815304,0.00E+00,0,0,0,0,0.002094582,0.000284,0.000284,0.000284,0.000284,0.000284
ANS,0.002373859,0,0,0,0,0,0.002094582,0,0,0,0,0,0.001815304,0.00E+00,0,0,0,0,0.002094582,0.000284,0.000284,0.000284,0.000284,0.000284
AOBUTDs,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
AP4AHr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APRTO2,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
ARAB14LO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARAB1D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARABR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARAB_Dt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARAB_Lt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGN,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGSL,0.013432367,0.00E+00,0,0,0.00E+00,0.00E+00,0.011852088,0.00E+00,0,0,0,0,0.01027181,0,0,0,0,0,0.011852088,0.001607,0.001607,0.001607,0.001607,0.001607
ARGSSr,0.013432367,0.00E+00,0,0,0.00E+00,0.00E+00,0.011852088,0.00E+00,0,0,0,0,0.01027181,0,0,0,0,0,0.011852088,0.001607,0.001607,0.001607,0.001607,0.001607
ARGTRS,0.013432367,0,0,0,0,0,0.011852088,0,0,0,0,0,0.01027181,0,0,0,0,0,0.011852088,0.001607,0.001607,0.001607,0.001607,0.001607
ARGTRSm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGt2m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGt2r,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGt6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASADi,0.036343453,0.201477502,0.215568862,-2.46E-32,0.236779795,2.94E-32,0.032067753,0.072531901,0.087824351,1.88E-33,0.085240726,0,0.027792053,0,0,0,0.00E+00,0.00E+00,0.032067753,0.0145946,0.030597884,0.004348,0.017539193,0.004348
ASNN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASNNe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASNS1,0.008500757,0,0,0,0,0,0.007500668,0,0,0,0,0,0.006500579,0,0,0,0,0,0.007500668,0.001017,0.001017,0.001017,0.001017,0.001017
ASNTRS,0.008500757,0,0,0,0,0,0.007500668,0,0,0,0,0,0.006500579,0,0,0,0,0,0.007500668,0.001017,0.001017,0.001017,0.001017,0.001017
ASNTRSm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASNt2m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASNt2r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASNt6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASNt7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPCT,0.009244678,0.00E+00,0,0,0.00E+00,0.00E+00,0.008157069,0.00E+00,0,0,0,0.00E+00,0.00706946,0.00E+00,0,0,0,0.00E+00,0.008157069,0.001106,0.001106,0.001106,0.001106,0.001106
ASPGLU2m,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPGLUtp,0,0.00E+00,0,0,0,0.00E+00,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0
ASPKi,0.036343453,0.201477502,0.215568862,-2.46E-32,0.236779795,2.94E-32,0.032067753,0.072531901,0.087824351,1.88E-33,0.085240726,0,0.027792053,0,0,0,0.00E+00,0.00E+00,0.032067753,0.0145946,0.030597884,0.004348,0.017539193,0.004348
ASPOcm,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0,0
ASPTA,0.285592842,-0.201477502,-0.215568862,2.46E-32,-0.236779795,3.35E-16,0.251993684,-0.072531901,-0.087824351,-3.08E-13,-0.085240726,3.78E-16,0.218394526,0,0,0,0.00E+00,0.00E+00,0.251993684,-0.0248395,-0.040842784,-0.0190619,-0.032253093,-0.0190619
ASPTAm,-0.395943034,0.00E+00,0,0,0,0.00E+00,-0.349361501,0.00E+00,0,0,0,0.00E+00,-0.302779967,0.00E+00,0,0,0,0.00E+00,-0.349361501,0.001391,0.001391,0.00586,0.00586,0.00586
ASPTAp,0,0.00E+00,0,0,0,0.00E+00,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0
ASPTRS,0.024867013,0,0,0,0,0,0.021941482,0,0,0,0,0,0.019015951,0,0,0,0,0,0.021941482,0.002975,0.002975,0.002975,0.002975,0.002975
ASPTRSm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPt2m,-0.395943034,0.00E+00,0,0,0,0.00E+00,-0.349361501,0.00E+00,0,0,0,0.00E+00,-0.302779967,0.00E+00,0,0,0,0.00E+00,-0.349361501,0.001391,0.001391,0.00586,0.00586,0.00586
ASPt2n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPt2r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPt5n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPt7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATHRDHr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP2tp_H,0,0.016789792,0.019597169,3.51E-33,0.039463299,3.63E-32,0,0.006044325,0.007984032,3.58E-31,0.014206788,-2.21E-45,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0.001323899,0,0.000136745,-9.52E-51
ATPATF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATPATF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATPATF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATPH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATPM,0,0,0,0,0,0,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2
ATPPRT,0.005541792,0,0,0,0,0,0.004889816,0,0,0,0,0,0.004237841,0,0,0,0,0,0.004889816,0.000663,0.000663,0.000663,0.000663,0.000663
ATPS,0.13478172,1.050369375,1.053892216,1.2,1.059194949,1.2,0.118925047,1.018132975,1.021956088,1.075630252,1.021310182,1.085271318,0.103068374,0.936936937,0.955752212,0.936936937,0.936936937,0.955752212,0.118925047,0.942572983,0.946573804,0.948744824,0.943309132,0.962182313
ATPS3g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATPS3m,5.108512533,2.719946273,2.910179641,1.4,2.446724546,1.4,6.036922823,2.979180658,3.185628743,2.453781513,2.880820837,2.511627907,6.965333113,3.747747748,3.82300885,3.747747748,3.747747748,3.82300885,6.036922823,2.911626298,3.111163437,2.863310141,2.909963943,2.943362079
ATPS3v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATPtm_H,5.818338884,1.94761585,1.616766467,1.2,2.446724546,1.2,6.898534309,2.701141706,2.658682635,2.453781513,2.880820837,2.511627907,7.978729734,3.873873874,3.82300885,3.873873874,3.873873874,3.82300885,6.898534309,2.879763699,2.980210732,2.865232141,2.908356943,2.941755079
ATPtp_H,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
BACCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPNT,0.004789512,0.201477502,0.215568862,0,0.197316496,-1.06E-31,0.00422604,0.072531901,0.087824351,0,0.071033938,0,0.003662568,0,0,0,0.00E+00,0,0.00422604,0.000573,0.013336884,0.000573,0.000573,0.000573
BTDD_RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTDt_RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTNt2i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTSr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C14STR,0.000183891,0.00E+00,0,0,0,0,0.000162256,0,0,0,0,0,0.000140622,0,0,0,0,0,0.000162256,2.20E-05,2.20E-05,2.20E-05,2.20E-05,2.20E-05
C22STDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C22STDSx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C24STRer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3STDH1,0.000183891,0.00E+00,0,0,0,0,0.000162256,0,0,0,0,0,0.000140622,0,0,0,0,0,0.000162256,2.20E-05,2.20E-05,2.20E-05,2.20E-05,2.20E-05
C3STDH2,0.000183891,0.00E+00,0,0,0,0,0.000162256,0,0,0,0,0,0.000140622,0,0,0,0,0,0.000162256,2.20E-05,2.20E-05,2.20E-05,2.20E-05,2.20E-05
C3STKR1,0.000183891,0.00E+00,0,0,0,0,0.000162256,0,0,0,0,0,0.000140622,0,0,0,0,0,0.000162256,2.20E-05,2.20E-05,2.20E-05,2.20E-05,2.20E-05
C3STKR2,0.000183891,0.00E+00,0,0,0,0,0.000162256,0,0,0,0,0,0.000140622,0,0,0,0,0,0.000162256,2.20E-05,2.20E-05,2.20E-05,2.20E-05,2.20E-05
C4STMO1,0.000183891,0.00E+00,0,0,0,0,0.000162256,0,0,0,0,0,0.000140622,0,0,0,0,0,0.000162256,2.20E-05,2.20E-05,2.20E-05,2.20E-05,2.20E-05
C4STMO2,0.000183891,0.00E+00,0,0,0,0,0.000162256,0,0,0,0,0,0.000140622,0,0,0,0,0,0.000162256,2.20E-05,2.20E-05,2.20E-05,2.20E-05,2.20E-05
C5STDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8STI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
CATp,0,0.201477502,0.215568862,2.11E-32,0.197316496,0,0,0.072531901,0.087824351,0,0.071033938,0,0,0,0,0,0,0,0,0,0.014562884,0,0.001504193,-5.88E-34
CBASPtn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBPS,0.022677044,0.00E+00,0,0,0.00E+00,0.00E+00,0.020009157,0.00E+00,0,0,0,0.00E+00,0.017341269,0.00E+00,0,0,0,0.00E+00,0.020009157,0.002713,0.002713,0.002713,0.002713,0.002713
CBPtn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCP2m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0
CDPDGPm_SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDPtn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CER1_24ter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CER1_26ter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CER2_24ter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CER2_26ter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERASE124er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERASE126er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERASE224er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERASE226er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERH124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERH126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERS124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERS124er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERS126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERS126er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERS224,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,0
CERS224er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERS226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERS226er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERS2_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERS2_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERS324,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0
CERS326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLPCTD,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
CHLSTI,5.85E-05,0,0,0,0,0,5.16E-05,0,0,0,0,0,4.47E-05,0,0,0,0,0,5.16E-05,7.00E-06,7.00E-06,7.00E-06,7.00E-06,7.00E-06
CHLt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHOLK,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
CHORM,0.019718079,0,0,0,0,0,0.017398305,0,0,0,0,0,0.015078531,0,0,0,0,0,0.017398305,0.002359,0.002359,0.002359,0.002359,0.002359
CHORS,0.022091938,0,0,0,0.00E+00,0.00E+00,0.019492887,0,0,0,0.00E+00,0.00E+00,0.016893835,0.00E+00,0,0,0.00E+00,0.00E+00,0.019492887,0.002643,0.002643,0.002643,0.002643,0.002643
CHRPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTNDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTNSbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTNSsp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTNSrg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITt2r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITtam,-0.531127641,-0.832102082,-0.646706587,-2.01E-17,-0.07261247,4.38E-16,-0.44914915,-0.93955675,-0.263473054,-0.621848739,-0.666140489,1.82E-28,-0.389262597,0,0,0,0,0.00E+00,-0.44914915,-0.937388983,-0.058450853,-0.849230082,-0.852602259,0.004469
CITtap,0,0.218267293,0.235166032,-2.46E-32,0.276243094,-8.91E-32,0,0.078576226,0.095808383,1.09E-31,0.099447514,0,0,0,0,0,0,0.00E+00,0,0,0.015886783,0,0.001640938,0
CITtbm,0,0,0,0,0,0,-0.019492887,0,0,0,0,0,-0.016893835,0.00E+00,0,0,0,0.00E+00,-0.019492887,0,0,0,0,0
CITtcm,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0,0
CITtcp,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLPNSm_SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPN,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0.00E+00,0,0,0,0,0,0,0
CO2t,-2.428108059,-0.748153123,-0.730538922,-4.71E-16,-0.704025257,-6.22E-16,-2.84833064,-0.909335124,-0.890219561,-0.621848739,-0.893449092,-0.573643411,-3.268553222,-1.315315315,-1.221238938,-1.315315315,-1.315315315,-1.221238938,-2.84833064,-0.936666784,-0.916662678,-0.909571582,-0.932986042,-0.842384134
CO2tg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2tm,-1.990071649,-0.546675621,-0.107784431,1.23E-32,-0.191002368,-1.23E-16,-2.461827926,-0.836803224,-0.043912176,-0.621848739,-0.708760852,0,-2.933584202,0,0,0,0,0.00E+00,-2.461827926,-0.952878083,-0.032396542,-0.888346082,-0.889160455,-0.02251
CO2tn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2tp,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2tv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COAHLp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COAtim,0.001103343,0,0,0,0,0,0.000973538,0.00E+00,0,0,0,0,0.000843733,0,0,0,0,0.00E+00,0.000973538,0.000132,0.000132,0.000132,0.000132,-5.97E-19
COAtn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COUCOAFm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPPPGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRNCARtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRNCARtp,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
CRNt,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
CRNtim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRNtp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSNATm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSNATp,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
CSNATr,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
CSND,0,0.00E+00,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0.00E+00,0,0,0,0,0,0,0
CSNt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSm,0.822183457,0.832102082,0.646706587,2.01E-17,0.07261247,-4.38E-16,0.960750109,0.93955675,0.263473054,0.621848739,0.666140489,0,1.099316762,0,0,0,0,0.00E+00,0.960750109,0.937388983,0.058450853,0.858374082,0.857071259,-3.65E-12
CSp,0,0.218267293,0.235166032,0,0.276243094,0,0,0.078576226,0.095808383,1.09E-31,0.099447514,0,0,0,0,0,0,0.00E+00,0,0,0.015886783,0,0.001640938,0
CTPS1,0.003736321,0,0,0,0.00E+00,0,0.003296754,0,0,0,0,0,0.002857187,0,0,0,0,0,0.003296754,0.000447,0.000447,0.000447,0.000447,0.000447
CTPS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTPtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0
CYOOm,2.364312259,1.17259906,1.149700599,0.6,1.095501184,0.6,2.792040228,1.382135662,1.357285429,1.159663866,1.354380426,1.11627907,3.219768198,1.783783784,1.699115044,1.783783784,1.783783784,1.699115044,2.792040228,1.392634975,1.367143338,1.368249294,1.388511114,1.307780591
CYOR_u6m,4.728624518,2.34519812,2.299401198,1.2,2.191002368,1.2,5.584080457,2.764271323,2.714570858,2.319327731,2.708760852,2.23255814,6.439536396,3.567567568,3.398230088,3.567567568,3.567567568,3.398230088,5.584080457,2.785269951,2.734286676,2.736498588,2.777022229,2.615561181
CYSTGL,0.000551672,0,0,0,0,0.00E+00,0.000486769,0,0,0,0.00E+00,0,0.000421866,0,0,0,0,0,0.000486769,6.60E-05,6.60E-05,6.60E-05,6.60E-05,6.60E-05
CYSTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYSTLp,0,0.100738751,0.107784431,-1.58E-32,0.118389897,-1.91E-31,0,0.03626595,0.043912176,0,0.042620363,1.10E-45,0,0.00E+00,0,0,0.00E+00,0,0,0,0.007281442,0,0.000752097,0
CYSTRS,0.000551672,0,0,0,0,0,0.000486769,0,0,0,0,0,0.000421866,0,0,0,0,0,0.000486769,6.60E-05,6.60E-05,6.60E-05,6.60E-05,6.60E-05
CYSTS,0.000551672,0.100738751,0.107784431,-1.58E-32,0.118389897,-1.54E-31,0.000486769,0.03626595,0.043912176,-1.88E-33,0.042620363,1.10E-45,0.000421866,0.00E+00,0,0,0.00E+00,0,0.000486769,6.60E-05,0.007347442,6.60E-05,0.000818097,6.60E-05
CYSTtp,0,0.100738751,0.107784431,-1.58E-32,0.118389897,-1.87E-31,0,0.03626595,0.043912176,0,0.042620363,1.10E-45,0,0.00E+00,0,0,0.00E+00,0,0,0,0.007281442,0,0.000752097,0
CYSt2r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0
CYTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTDK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTDt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTK1,-0.002273556,0.00E+00,0,0,0.00E+00,0.00E+00,-0.002006078,0.00E+00,0,0,0,0.00E+00,-0.001738601,0.00E+00,0,0,0.00E+00,0.00E+00,-0.002006078,-0.000272,-0.000272,-0.000272,-0.000272,-0.000272
CYTK2,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DADA,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
DADK,-0.000300912,0,0,0,0,0,-0.00026551,0,0,0,0,0,-0.000230109,0,0,0,0,0,-0.00026551,-3.60E-05,-3.60E-05,-3.60E-05,-3.60E-05,-3.60E-05
DADNt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DADPtn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAGCPT_SC,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
